id,business_category,product_name,product_number,product_type,product_trigram,prerequisite,available_pricing,default_support_level,ext_enterprise_user,remote_access,licensing_structure,withdrawn_after,portfolio_type,portfolio_product,included_product_numbers,included_item_names,ds_offerings
610,GEOVIA Surpac,MineSched for Surpac Quarry,5AP-MIQ,Add-On,MIQ,5AP-DPQ and 5AP-BKQ,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
611,GEOVIA Surpac,Surpac Stope Design Tools,5AP-OPT,Add-On,OPT,5CC-COR or 5MC-COR-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
612,GEOVIA Surpac,Surpac Pit and Dump Design,5AP-PUD,Add-On,PUD,5CC-COR or 5MC-COR-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
613,GEOVIA Surpac,Surpac Road Design,5AP-RDG,Add-On,RDG,5CC-COR or 5MC-COR-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
614,GEOVIA Surpac,Surpac Quarry Road Design,5AP-RDQ,Add-On,RDQ,5CC-COQ or 5MC-COQ-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
615,GEOVIA Surpac,Surpac Xplorpac Solids Modelling with Mesh Tools,5AP-SHX,Add-On,SHX,5CC-COX or 5MC-COX-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
616,GEOVIA Surpac,Surpac Solids Modelling with Mesh Tools,5AP-SMT,Add-On,SMT,5AP-GDD,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
617,GEOVIA Surpac,Surpac String File Reports,5AP-SRP,Add-On,SRP,5CC-COR or 5MC-COR-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
618,GEOVIA Surpac,Surpac Advanced Underground Design,5AP-UAR,Add-On,UAR,5CC-COR or 5MC-COR-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
619,GEOVIA Surpac,Surpac Underground Ring Design,5AP-URD,Add-On,URD,5CC-COR or 5MC-COR-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
620,GEOVIA Surpac,Surpac Surface & Underground Surveying,5AP-USV,Add-On,USV,5CC-COR or 5MC-COR-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
621,GEOVIA Surpac,Surpac Premium Edition,5CC-A1S,Configuration,A1S,5CC-HBE,YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
622,GEOVIA Surpac,Surpac Quarry Core (Network),5CC-COQ,Configuration,COQ,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
623,GEOVIA Surpac,Surpac Core (Network),5CC-COR,Configuration,COR,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
624,GEOVIA Surpac,Surpac Xplorpac Core (Network),5CC-COX,Configuration,COX,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
625,GEOVIA Surpac,Surpac Geology & Modelling Edition,5CC-GMS,Configuration,GMS,5CC-HBE,YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
626,GEOVIA Surpac,Surpac Geology Edition,5CC-GYS,Configuration,GYS,5CC-HBE,YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
627,GEOVIA Surpac,Surpac Mine Design Edition (Open Pit),5CC-OMS,Configuration,OMS,5CC-HBE,YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
628,GEOVIA Surpac,Surpac Mine Design Edition (Open Pit & Underground),5CC-OUS,Configuration,OUS,5CC-HBE,YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
629,GEOVIA Surpac,Surpac Mine Design Edition (Underground),5CC-UMS,Configuration,UMS,5CC-HBE,YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
630,GEOVIA Surpac,Surpac Survey Edition,5CC-VYS,Configuration,VYS,5CC-HBE,YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
631,GEOVIA Surpac,Surpac Quarry Core (Roaming),5MC-COQ-N,Configuration,COQ-N,,PLC/YLC,Advantage,No,No,Machine Based,,,,,,Licensed Program
632,GEOVIA Surpac,Surpac Core (Roaming),5MC-COR-N,Configuration,COR-N,,PLC/YLC,Advantage,No,No,Machine Based,,,,,,Licensed Program
633,GEOVIA Surpac,Surpac Xplorpac Core (Roaming),5MC-COX-N,Configuration,COX-N,,PLC/YLC,Advantage,No,No,Machine Based,,,,,,Licensed Program
634,GEOVIA Surpac,Surpac Education Pack (Roaming),5MC-E1S-N,Configuration,E1S-N,,YLC,Advantage,No,No,Machine Based,,,,,,Licensed Program
3239,GEOVIA Surpac,GEOVIA Block Modeler,5CC-GBM,Configuration,GBM,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
3240,GEOVIA Surpac,GEOVIA Drill & Blast Designer,5AP-GDB,Add-On,GDB,5CC-GMC or 5CC-GGM or 5CC-GBM,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
3241,GEOVIA Surpac,GEOVIA Structural Geology Analyst,5AP-GGA,Add-On,GGA,5CC-GBM or 5CC-GGM,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
3242,GEOVIA Surpac,GEOVIA Sectional Geology Modeler,5CC-GGM,Configuration,GGM,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
3243,GEOVIA Surpac,GEOVIA Mine Contributor,5CC-GMC,Configuration,GMC,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
3244,GEOVIA Surpac,GEOVIA Mine Designer,5AP-GMI,Add-On,GMI,5CC-GMC or 5CC-GGM or 5CC-GBM,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
3245,GEOVIA Surpac,GEOVIA Surveyor,5AP-GSV,Add-On,GSV,5CC-GMC or 5CC-GGM or 5CC-GBM,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
3246,GEOVIA Surpac,Surpac Structural Suite,5AP-STR,Add-On,STR,5AP-GDD,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
556,GEOVIA Whittle,Whittle Advanced Analysis (Network),5AP-AAW,Add-On,AAW,5CC-COW or 5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
557,GEOVIA Whittle,Whittle Advanced Analysis (Roaming),5AP-AAW-N,Add-On,AAW-N,5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
558,GEOVIA Whittle,Whittle Blending (Network),5AP-BLW,Add-On,BLW,5CC-COW or 5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
559,GEOVIA Whittle,Whittle Blending (Roaming),5AP-BLW-N,Add-On,BLW-N,5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
560,GEOVIA Whittle,Whittle Express NPV Output (Network),5AP-ENW,Add-On,ENW,5CC-COW or 5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
561,GEOVIA Whittle,Whittle Express NPV Output (Roaming),5AP-ENW-N,Add-On,ENW-N,5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
562,GEOVIA Whittle,Whittle Multi-Analysis (Network),5AP-MAW,Add-On,MAW,5CC-COW or 5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
563,GEOVIA Whittle,Whittle Multi-Analysis (Roaming),5AP-MAW-N,Add-On,MAW-N,5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
564,GEOVIA Whittle,Whittle Multi-Element (Network),5AP-MEW,Add-On,MEW,5CC-COW or 5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
565,GEOVIA Whittle,Whittle Multi-Element (Roaming),5AP-MEW-N,Add-On,MEW-N,5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
566,GEOVIA Whittle,Whittle Milawa Algorithm,5AP-MIW,Add-On,MIW,5CC-COW or 5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
567,GEOVIA Whittle,Whittle Milawa Algorithm,5AP-MIW-N,Add-On,MIW-N,5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
568,GEOVIA Whittle,Whittle Multi-Mine (Network),5AP-MMW,Add-On,MMW,5CC-COW or 5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
569,GEOVIA Whittle,Whittle Multi-Mine (Roaming),5AP-MMW-N,Add-On,MMW-N,5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
570,GEOVIA Whittle,Whittle NPV Practical Push Backs (Network),5AP-NPW,Add-On,NPW,5AP-PCW and 5AP-MWW,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
571,GEOVIA Whittle,Whittle NPV Practical Push Backs (Roaming),5AP-NPW-N,Add-On,NPW-N,5AP-PCW-N and 5AP-MWW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
572,GEOVIA Whittle,Whittle Push Back 50 (Network),5AP-PBW,Add-On,PBW,5CC-COW or 5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
573,GEOVIA Whittle,Whittle Push Back 50 (Roaming),5AP-PBW-N,Add-On,PBW-N,5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
574,GEOVIA Whittle,Whittle Simultaneous Optimisation (Network),5AP-SOW,Add-On,SOW,5AP-AAW or 5AP-AAW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
575,GEOVIA Whittle,Whittle Simultaneous Optimisation (Roaming),5AP-SOW-N,Add-On,SOW-N,5AP-AAW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
576,GEOVIA Whittle,Whittle Value Expressions (Network),5AP-VEW,Add-On,VEW,5CC-COW or 5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
577,GEOVIA Whittle,Whittle Value Expressions (Roaming),5AP-VEW-N,Add-On,VEW-N,5MC-COW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
578,GEOVIA Whittle,Whittle Advanced Edition,5CC-AEW,Configuration,AEW,5CC-HBE,YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
579,GEOVIA Whittle,Whittle Core (Network),5CC-COW,Configuration,COW,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
580,GEOVIA Whittle,Whittle All-In-One Marketing (Education),5CC-M1W-EDU,Configuration,M1W-EDU,,YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
581,GEOVIA Whittle,Whittle Standard Edition,5CC-SEW,Configuration,SEW,5CC-HBE,YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
582,GEOVIA Whittle,Whittle Core (Roaming),5MC-COW-N,Configuration,COW-N,,PLC/YLC,Advantage,No,No,Machine Based,,,,,,Licensed Program
583,GEOVIA Whittle,Whittle All-In-One Marketing (Education) (Roaming),5MC-M1W-EDU-N,Configuration,M1W-EDU-N,,YLC,Advantage,No,No,Machine Based,,,,,,Licensed Program
1772,GEOVIA Whittle,Whittle Strategic Mine Planner,5AP-MPW,Add-On,MPW,5CC-POW,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
1773,GEOVIA Whittle,Whittle Simultaneous Optimization - Advanced,5AP-OAW,Add-On,OAW,5AP-MPW or 5AP-AAW or 5AP-AAW-N,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
1774,GEOVIA Whittle,Whittle Simultaneous Optimization - Standard,5AP-OSW,Add-On,OSW,5AP-MPW,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
1775,GEOVIA Whittle,Whittle Simultaneous Optimization - Advanced Pack,5AP-PAW,Add-On,PAW,5CC-POW,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
1776,GEOVIA Whittle,Whittle Pit Optimizer,5CC-POW,Configuration,POW,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
1777,GEOVIA Whittle,Whittle Simultaneous Optimization - Standard Pack,5AP-PSW,Add-On,PSW,5CC-POW,PLC/YLC,Advantage,No,No,Add-On,,,,,,Licensed Program
543,NETVIBES NV1,NETVIBES Multi-Dashboard for Enterprise ,6MP-EFE,System,EFE,,PLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,System,,,,,,Licensed Program
546,NETVIBES NV1,NETVIBES Analyst ,6NP-EAN,Named User,EAN,6NP-ESB,PLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
547,NETVIBES NV1,NETVIBES Publisher ,6NP-EPB,Named User,EPB,6NP-EAN,PLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
548,NETVIBES NV1,NETVIBES Subscriber ,6NP-ESB,Named User,ESB,6MP-EFE,PLC/YLC/TBL2/TBL3,Advantage,Yes,Yes,Named User,,,,,,Licensed Program
512,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild Design,5CP-CBG,Shareable,CBG,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
513,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild Design (Multi Site),5CP-CBG-M,Shareable,CBG-M,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
514,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild and Embedded Code Generation,5CP-CBM,Shareable,CBM,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
515,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild and Embedded Code Generation (Multi Site),5CP-CBM-M,Shareable,CBM-M,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
516,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild Validation,5CP-CBV,Shareable,CBV,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
517,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild Validation (Multi Site),5CP-CBV-M,Shareable,CBV-M,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
518,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Collaborative Project Option,5CP-RCP,Shareable,RCP,5CP-RQS,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
519,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Collaborative Project Option (Multi-Site),5CP-RCP-M,Shareable,RCP-M,5CP-RQS-M,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
520,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Developer Option,5CP-RQD,Shareable,RQD,5CP-RQS,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
1800,Reqtify - ControlBuild - AUTOSAR Builder,AUTOSAR Builder,5TP-ASB,Shareable,ASB,,PLC/YLC,Advantage,No,No,Token-Based,,,,,,Licensed Program
521,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Developer Option (Multi-Site),5CP-RQD-M,Shareable,RQD-M,5CP-RQS-M,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
1801,Reqtify - ControlBuild - AUTOSAR Builder,AUTOSAR Builder (Multi-Site),5TP-ASB-M,Shareable,ASB-M,,PLC/YLC,Advantage,No,No,Token-Based,,,,,,Licensed Program
522,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Tagger Option,5CP-RQG,Shareable,RQG,5CP-RQS,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
1802,Reqtify - ControlBuild - AUTOSAR Builder,AUTOSAR Builder Token,5TP-ASN,Shareable,ASN,5TP-ASB,PLC/YLC,Advantage,No,No,Token-Based,,,,,,Licensed Program
523,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Tagger Option (Multi-Site),5CP-RQG-M,Shareable,RQG-M,5CP-RQS-M,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
1803,Reqtify - ControlBuild - AUTOSAR Builder,AUTOSAR Builder Token  (Multi-Site),5TP-ASN-M,Shareable,ASN-M,5TP-ASB-M,PLC/YLC,Advantage,No,No,Token-Based,,,,,,Licensed Program
524,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - RIF Option,5CP-RQR,Shareable,RQR,5CP-RQS,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
525,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - RIF Option (Multi-Site),5CP-RQR-M,Shareable,RQR-M,5CP-RQS-M,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
526,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Standard version,5CP-RQS,Shareable,RQS,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
527,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Standard version (Multi-Site),5CP-RQS-M,Shareable,RQS-M,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
528,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Test Option,5CP-RQT,Shareable,RQT,5CP-RQS,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
529,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Test Option (Multi-Site),5CP-RQT-M,Shareable,RQT-M,5CP-RQS-M,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
530,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Reviewer Option,5CP-RQV,Shareable,RQV,5CP-RQS,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
531,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Reviewer Option (Multi-Site),5CP-RQV-M,Shareable,RQV-M,5CP-RQS-M,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
532,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild and PLC Code Generation (Machine Based),5MP-CBC-N,Shareable,CBC-N,,PLC/YLC,Advantage,No,No,Machine Based,,,,,,Licensed Program
533,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild Design (Machine Based),5MP-CBG-N,Shareable,CBG-N,,PLC/YLC,Advantage,No,No,Machine Based,,,,,,Licensed Program
534,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild and Embedded Code Generation (Machine Based),5MP-CBM-N,Shareable,CBM-N,,PLC/YLC,Advantage,No,No,Machine Based,,,,,,Licensed Program
535,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild Validation (Machine Based),5MP-CBV-N,Shareable,CBV-N,,PLC/YLC,Advantage,No,No,Machine Based,,,,,,Licensed Program
536,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Collaborative Project Option (Named User),5NP-RCP,Named User,RCP-I,5NP-RQS,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
537,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Developer Option (Named User),5NP-RQD,Named User,RQD-I,5NP-RQS,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
538,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Tagger Option (Named User),5NP-RQG,Named User,RQG-I,5NP-RQS,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
539,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - RIF Option (Named User),5NP-RQR,Named User,RQR-I,5NP-RQS,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
540,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Standard version (Named User),5NP-RQS,Named User,RQS-I,,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
541,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Test Option (Named User),5NP-RQT,Named User,RQT-I,5NP-RQS,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
542,Reqtify - ControlBuild - AUTOSAR Builder,Reqtify - Reviewer Option (Named User),5NP-RQV,Named User,RQV-I,5NP-RQS,PLC/YLC,Advantage,No,No,Named User,,,,,,Licensed Program
510,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild and PLC Code Generation,5CP-CBC,Shareable,CBC,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
511,Reqtify - ControlBuild - AUTOSAR Builder,ControlBuild and PLC Code Generation (Multi Site),5CP-CBC-M,Shareable,CBC-M,,PLC/YLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
3236,SFE,SFE CONCEPT V5 Connector ,5CP-SC5,Shareable,SC5,,PLC/YLC/QLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
3237,SFE,SFE CONCEPT V5 Connector,5CP-SFT,Shareable,SFT,,PLC/YLC/QLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
3238,SFE,SFE AKUSMOD,5CP-SKM ,Shareable,SKM,,PLC/YLC/QLC,Advantage,No,No,Concurrent,,,,,,Licensed Program
3101,SIMULIA  Simpack (Academic),SIMULIA Academic Simpack Supplemental Pack,5TB-KPA,Package,KPA,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Token Based,,,,,,Licensed Program
3102,SIMULIA  Simpack (Academic),SIMULIA Academic Simpack Base Pack,5TB-KSA,Package,KSA,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Token Based,,,,,,Licensed Program
3086,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus for CATIA V5 (1-5),5CP-AFC-1EDU,Shareable,AFC-1EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3087,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus for CATIA V5 (6+),5CP-AFC-2EDU,Shareable,AFC-2EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3088,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight CATIA V5 Component,5CP-H09-EDU,Shareable,H09-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3089,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight ProE Component,5CP-H25-EDU,Shareable,H25-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3090,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Unigraphics Component,5CP-H26-EDU,Shareable,H26-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3091,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Research Edition,5CP-IAR,Shareable,IAR,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3092,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Component Pack,5CP-ICA-EDU,Shareable,ICA-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3093,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Gateway UI Package,5CP-IGG-EDU,Shareable,IGG-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3094,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Package,5TP-IGP-EDU,Token-Based,IGP-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Token Based,,,,,,Licensed Program
3095,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Runtime Gateway UI,5CP-IGR-EDU,Shareable,IGR-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3096,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Tokens,5TP-IGT-EDU,Token-Based,IGT-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Token Based,,,,,,Licensed Program
3097,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Design Gateway,5CP-IHD-EDU,Shareable,IHD-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3098,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Gateway Pack,5CP-IHG-EDU,Shareable,IHG-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3099,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Pro PACK,5CP-IHK-EDU,Shareable,IHK-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3100,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Isight Runtime Gateway,5CP-IHR-EDU,Shareable,IHR-EDU,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3103,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Teaching Edition,5CP-Q1T,Shareable,Q1T,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3104,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Teach Edition Extra Sessions,5CP-Q1T-X,Shareable,Q1T-X,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3105,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Exp Teach Edition AI CATIA V5 & SolidWorks,5CP-Q2T,Shareable,Q2T,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3106,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Exp Teaching Ed Extra Sessions AI CATIA V5 & SolidWorks,5CP-Q2T-X,Shareable,Q2T-X,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3108,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Exp Teach Edition AI Pro/Engineer,5CP-Q3T,Shareable,Q3T,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3109,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Exp Teaching Ed Extra Sessions Pro/E AI,5CP-Q3T-X,Shareable,Q3T-X,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3110,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Exp Teach Edition CATIA V4,5CP-Q4T,Shareable,Q4T,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3111,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Exp Teaching Ed Extra Sessions CATIA V4,5CP-Q4T-X,Shareable,Q4T-X,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3112,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Exp Teach Ed Geom trans for I-DEAS (ET ID),5CP-Q5T,Shareable,Q5T,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3113,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Exp Teaching Ed Extra Sessions Ideas,5CP-Q5T-X,Shareable,Q5T-X,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
3114,SIMULIA Abaqus & Isight (Academic),SIMULIA Academic Abaqus Exp Teach Ed Geom trans for Parasolid (ET PS),5CP-Q6T,Shareable,Q6T,Information not available,PLC/YLC/TBL2/TBL3,To be completed,N,N,Concurrent,,,,,,Licensed Program
